"key","taxonId.x","hybrid_species","parents","name","taxonId.y","native_status","StaceIV_nativity","native_combined"
"Primula elatior x vulgaris = P. x digenea A.Kern.","2cd4p9h.p1w","Primula x digenea A.Kern.","parent2","Primula vulgaris","2cd4p9h.5vd","N","N","native"
"Primula veris x vulgaris = P. x polyantha Mill.","2cd4p9h.p1m","Primula x polyantha Mill.","parent1","Primula veris","2cd4p9h.94t","N","N","native"
"Primula veris x vulgaris = P. x polyantha Mill.","2cd4p9h.p1m","Primula x polyantha Mill.","parent2","Primula vulgaris","2cd4p9h.5vd","N","N","native"
"Tilia cordata x platyphyllos = T. x europaea L.","2cd4p9h.p8f","Tilia x europaea L.","parent1","Tilia cordata","2cd4p9h.w3q","N","N","native"
"Tilia cordata x platyphyllos = T. x europaea L.","2cd4p9h.p8f","Tilia x europaea L.","parent2","Tilia platyphyllos","2cd4p9h.ft4","N","N","native"
"Ulmus glabra x minor = U. x vegeta (Loudon) Ley","2cd4p9h.p9h","Ulmus x vegeta (Loudon) Ley","parent1","Ulmus glabra","2cd4p9h.25t","N","N","native"
"Ulmus glabra x minor = U. x vegeta (Loudon) Ley","2cd4p9h.p9h","Ulmus x vegeta (Loudon) Ley","parent2","Ulmus minor","2cd4p9h.w4m","N","N","native"
"Salix aurita x phylicifolia = S. x ludificans F.B.White","2cd4p9h.pbx","Salix x ludificans F.B.White","parent1","Salix aurita","2cd4p9h.1sp","N","N","native"
"Salix aurita x phylicifolia = S. x ludificans F.B.White","2cd4p9h.pbx","Salix x ludificans F.B.White","parent2","Salix phylicifolia","2cd4p9h.m2f","N","N","native"
"Salix alba x babylonica = S. x sepulcralis Simonk.","2cd4p9h.pc2","Salix x sepulcralis Simonk.","parent1","Salix alba","2cd4p9h.1sa","AR","Arch-denizen","native"
"Salix alba x babylonica = S. x sepulcralis Simonk.","2cd4p9h.pc2","Salix x sepulcralis Simonk.","parent2","Salix babylonica",NA,NA,NA,NA
"Salix caprea x cinerea x purpurea x viminalis = S. x taylorii Rech.f.","2cd4p9h.pc8","Salix x taylorii Rech.f.","parent1","Salix caprea","2cd4p9h.1ss","N","N","native"
"Salix caprea x cinerea x purpurea x viminalis = S. x taylorii Rech.f.","2cd4p9h.pc8","Salix x taylorii Rech.f.","parent2","Salix cinerea","2cd4p9h.1t0","N","N","native"
"Salix caprea x cinerea x purpurea x viminalis = S. x taylorii Rech.f.","2cd4p9h.pc8","Salix x taylorii Rech.f.","parent3","Salix purpurea","2cd4p9h.m2v","N","N","native"
"Rumex conglomeratus x obtusifolius = R. x abortivus Ruhmer","2cd4p9h.pd7","Rumex x abortivus Ruhmer","parent1","Rumex conglomeratus","2cd4p9h.vzy","N","N","native"
"Rumex conglomeratus x obtusifolius = R. x abortivus Ruhmer","2cd4p9h.pd7","Rumex x abortivus Ruhmer","parent2","Rumex obtusifolius","2cd4p9h.m1d","N","N","native"
"Rumex crispus x patientia = R. x confusus Simonk.","2cd4p9h.pda","Rumex x confusus Simonk.","parent1","Rumex crispus","2cd4p9h.96x","N","N","native"
"Rumex crispus x patientia = R. x confusus Simonk.","2cd4p9h.pda","Rumex x confusus Simonk.","parent2","Rumex patientia",NA,NA,"Neo-natd","neophyte"
"Rumex conglomeratus x pulcher = R. x muretii Hausskn.","2cd4p9h.pdd","Rumex x muretii Hausskn.","parent1","Rumex conglomeratus","2cd4p9h.vzy","N","N","native"
"Rumex conglomeratus x pulcher = R. x muretii Hausskn.","2cd4p9h.pdd","Rumex x muretii Hausskn.","parent2","Rumex pulcher","2cd4p9h.m1g","N","N","native"
"Potamogeton crispus x friesii = P. x lintonii Fryer","2cd4p9h.pdg","Potamogeton x lintonii Fryer","parent1","Potamogeton crispus","2cd4p9h.xts","N","N","native"
"Potamogeton crispus x friesii = P. x lintonii Fryer","2cd4p9h.pdg","Potamogeton x lintonii Fryer","parent2","Potamogeton friesii","2cd4p9h.cf9","N","N","native"
"Potamogeton alpinus x lucens = P. x nerviger Wolfg.","2cd4p9h.pdw","Potamogeton x nerviger Wolfg.","parent1","Potamogeton alpinus","2cd4p9h.p0t","N","N","native"
"Potamogeton alpinus x lucens = P. x nerviger Wolfg.","2cd4p9h.pdw","Potamogeton x nerviger Wolfg.","parent2","Potamogeton lucens","2cd4p9h.1mg","N","N","native"
"Carex aquatilis x nigra = C. x hibernica A.Benn.","2cd4p9h.pef","Carex x hibernica A.Benn.","parent1","Carex aquatilis","2cd4p9h.yf6","N","N","native"
"Carex aquatilis x nigra = C. x hibernica A.Benn.","2cd4p9h.pef","Carex x hibernica A.Benn.","parent2","Carex nigra","2cd4p9h.np","N","N","native"
"Carex rostrata x vesicaria = C. x involuta (Bab.) Syme","2cd4p9h.pev","Carex x involuta (Bab.) Syme","parent1","Carex rostrata","2cd4p9h.4sp","N","N","native"
"Carex rostrata x vesicaria = C. x involuta (Bab.) Syme","2cd4p9h.pev","Carex x involuta (Bab.) Syme","parent2","Carex vesicaria","2cd4p9h.xfc","N","N","native"
"Spiraea alba x douglasii = S. x billardii Hérincq","2cd4p9h.pez","Spiraea x billardii Hérincq","parent1","Spiraea alba",NA,NA,"Neo-natd","neophyte"
"Spiraea alba x douglasii = S. x billardii Hérincq","2cd4p9h.pez","Spiraea x billardii Hérincq","parent2","Spiraea douglasii",NA,NA,"Neo-natd","neophyte"
"Spiraea alba x salicifolia = S. x rosalba Dippel","2cd4p9h.pf2","Spiraea x rosalba Dippel","parent1","Spiraea alba",NA,NA,"Neo-natd","neophyte"
"Spiraea alba x salicifolia = S. x rosalba Dippel","2cd4p9h.pf2","Spiraea x rosalba Dippel","parent2","Spiraea salicifolia",NA,NA,"Neo-natd","neophyte"
"Viola reichenbachiana x riviniana = V. x bavarica Schrank","2cd4p9h.pf5","Viola x bavarica Schrank","parent1","Viola reichenbachiana","2cd4p9h.m7m","N","N","native"
"Viola reichenbachiana x riviniana = V. x bavarica Schrank","2cd4p9h.pf5","Viola x bavarica Schrank","parent2","Viola riviniana","2cd4p9h.cp8","N","N","native"
"Helianthemum apenninum x nummularium = H. x sulphureum Willd. ex Schltdl.","2cd4p9h.pf8","Helianthemum x sulphureum Willd. ex Schltdl.","parent1","Helianthemum apenninum","2cd4p9h.16b","N","N","native"
"Helianthemum apenninum x nummularium = H. x sulphureum Willd. ex Schltdl.","2cd4p9h.pf8","Helianthemum x sulphureum Willd. ex Schltdl.","parent2","Helianthemum nummularium","2cd4p9h.c3y","N","N","native"
"Cerastium alpinum x fontanum = C. x symei Druce","2cd4p9h.pfb","Cerastium x symei Druce","parent1","Cerastium alpinum","2cd4p9h.bqh","N","N","native"
"Cerastium alpinum x fontanum = C. x symei Druce","2cd4p9h.pfb","Cerastium x symei Druce","parent2","Cerastium fontanum","2cd4p9h.bqk","N","N","native"
"Rosa arvensis x micrantha = R. x vituperabilis Duffort ex Rouy","2cd4p9h.pfk","Rosa x vituperabilis Duffort ex Rouy","parent1","Rosa arvensis","2cd4p9h.96c","N","N","native"
"Rosa arvensis x micrantha = R. x vituperabilis Duffort ex Rouy","2cd4p9h.pfk","Rosa x vituperabilis Duffort ex Rouy","parent2","Rosa micrantha","2cd4p9h.chg","N","N","native"
"Rosa canina x rugosa = R. x praegeri Wolley-Dod","2cd4p9h.pft","Rosa x praegeri Wolley-Dod","parent1","Rosa canina","2cd4p9h.1qz","N","N","native"
"Rosa canina x rugosa = R. x praegeri Wolley-Dod","2cd4p9h.pft","Rosa x praegeri Wolley-Dod","parent1","Rosa canina","2cd4p9h.vz3","N","N","native"
"Rosa canina x rugosa = R. x praegeri Wolley-Dod","2cd4p9h.pft","Rosa x praegeri Wolley-Dod","parent2","Rosa rugosa","2cd4p9h.96f","AN","Neo-natd","neophyte"
"Rosa canina x stylosa = R. x andegavensis Bastard","2cd4p9h.pg1","Rosa x andegavensis Bastard","parent1","Rosa canina","2cd4p9h.1qz","N","N","native"
"Rosa canina x stylosa = R. x andegavensis Bastard","2cd4p9h.pg1","Rosa x andegavensis Bastard","parent1","Rosa canina","2cd4p9h.vz3","N","N","native"
"Rosa canina x stylosa = R. x andegavensis Bastard","2cd4p9h.pg1","Rosa x andegavensis Bastard","parent2","Rosa stylosa","2cd4p9h.vz9","N","N","native"
"Rosa mollis x rubiginosa = R. x molliformis Wolley-Dod","2cd4p9h.pgm","Rosa x molliformis Wolley-Dod","parent1","Rosa mollis","2cd4p9h.1r5","N","N","native"
"Rosa mollis x rubiginosa = R. x molliformis Wolley-Dod","2cd4p9h.pgm","Rosa x molliformis Wolley-Dod","parent1","Rosa mollis","2cd4p9h.5kb","N","N","native"
"Rosa mollis x rubiginosa = R. x molliformis Wolley-Dod","2cd4p9h.pgm","Rosa x molliformis Wolley-Dod","parent2","Rosa rubiginosa","2cd4p9h.fna","N","N","native"
"Rosa mollis x rubiginosa = R. x molliformis Wolley-Dod","2cd4p9h.pgm","Rosa x molliformis Wolley-Dod","parent2","Rosa rubiginosa","2cd4p9h.p3h","N","N","native"
"Persicaria maculosa x minor = P. x brauniana (F.W.Schultz) Soják","2cd4p9h.pgs","Persicaria x brauniana (F.W.Schultz) Soják","parent1","Persicaria maculosa","2cd4p9h.vr3","N","N","native"
"Persicaria maculosa x minor = P. x brauniana (F.W.Schultz) Soják","2cd4p9h.pgs","Persicaria x brauniana (F.W.Schultz) Soják","parent2","Persicaria minor","2cd4p9h.5ht","N","N","native"
"Persicaria hydropiper x mitis = P. x hybrida auct.","2cd4p9h.ph0","Persicaria x hybrida auct.","parent1","Persicaria hydropiper","2cd4p9h.5hh","N","N","native"
"Persicaria hydropiper x mitis = P. x hybrida auct.","2cd4p9h.ph0","Persicaria x hybrida auct.","parent2","Persicaria mitis","2cd4p9h.fkp","N","N","native"
"Epilobium hirsutum x tetragonum = E. x brevipilum Hausskn.","2cd4p9h.ph3","Epilobium x brevipilum Hausskn.","parent1","Epilobium hirsutum","2cd4p9h.vep","N","N","native"
"Epilobium hirsutum x tetragonum = E. x brevipilum Hausskn.","2cd4p9h.ph3","Epilobium x brevipilum Hausskn.","parent2","Epilobium tetragonum","2cd4p9h.7aw","N","N","native"
"Epilobium parviflorum x roseum = E. x persicinum Rchb.","2cd4p9h.ph6","Epilobium x persicinum Rchb.","parent1","Epilobium parviflorum","2cd4p9h.zf","N","N","native"
"Epilobium parviflorum x roseum = E. x persicinum Rchb.","2cd4p9h.ph6","Epilobium x persicinum Rchb.","parent2","Epilobium roseum","2cd4p9h.xv9","N","N","native"
"Epilobium lanceolatum x montanum = E. x neogradense Borbás","2cd4p9h.ph9","Epilobium x neogradense Borbás","parent1","Epilobium lanceolatum","2cd4p9h.yka","N","N","native"
"Epilobium lanceolatum x montanum = E. x neogradense Borbás","2cd4p9h.ph9","Epilobium x neogradense Borbás","parent2","Epilobium montanum","2cd4p9h.ves","N","N","native"
"Epilobium palustre x roseum = E. x purpureum Fr.","2cd4p9h.phc","Epilobium x purpureum Fr.","parent1","Epilobium palustre","2cd4p9h.52k","N","N","native"
"Epilobium palustre x roseum = E. x purpureum Fr.","2cd4p9h.phc","Epilobium x purpureum Fr.","parent2","Epilobium roseum","2cd4p9h.xv9","N","N","native"
"Epilobium ciliatum x obscurum = E. x vicinum Smejkal","2cd4p9h.phf","Epilobium x vicinum Smejkal","parent1","Epilobium ciliatum","2cd4p9h.bzd","AN","Neo-natd","neophyte"
"Epilobium ciliatum x obscurum = E. x vicinum Smejkal","2cd4p9h.phf","Epilobium x vicinum Smejkal","parent2","Epilobium obscurum","2cd4p9h.bzm","N","N","native"
"Epilobium obscurum x tetragonum = E. x semiobscurum Borbás","2cd4p9h.phv","Epilobium x semiobscurum Borbás","parent1","Epilobium obscurum","2cd4p9h.bzm","N","N","native"
"Epilobium obscurum x tetragonum = E. x semiobscurum Borbás","2cd4p9h.phv","Epilobium x semiobscurum Borbás","parent2","Epilobium tetragonum","2cd4p9h.7aw","N","N","native"
"Epilobium obscurum x palustre = E. x schmidtianum Rostk.","2cd4p9h.phx","Epilobium x schmidtianum Rostk.","parent1","Epilobium obscurum","2cd4p9h.bzm","N","N","native"
"Epilobium obscurum x palustre = E. x schmidtianum Rostk.","2cd4p9h.phx","Epilobium x schmidtianum Rostk.","parent2","Epilobium palustre","2cd4p9h.52k","N","N","native"
"Verbascum nigrum x thapsus = V. x semialbum Chaub.","2cd4p9h.phr","Verbascum x semialbum Chaub.","parent1","Verbascum nigrum","2cd4p9h.m6t","N","N","native"
"Verbascum nigrum x thapsus = V. x semialbum Chaub.","2cd4p9h.phr","Verbascum x semialbum Chaub.","parent2","Verbascum thapsus","2cd4p9h.w59","N","N","native"
"Anacamptis pyramidalis x Gymnadenia conopsea = X Gymnanacamptis anacamptis (F.H.Wilms) Asch. & Graebn.","2cd4p9h.pv8","X Gymnanacamptis anacamptis (F.H.Wilms) Asch. & Graebn.","parent1","Anacamptis pyramidalis","2cd4p9h.v6z","N","N","native"
"Anacamptis pyramidalis x Gymnadenia conopsea = X Gymnanacamptis anacamptis (F.H.Wilms) Asch. & Graebn.","2cd4p9h.pv8","X Gymnanacamptis anacamptis (F.H.Wilms) Asch. & Graebn.","parent2","Gymnadenia conopsea","2cd4p9h.576","N","N","native"
"Dactylorhiza fuchsii x praetermissa = D. x grandis (Druce) P.F.Hunt","2cd4p9h.pvb","Dactylorhiza x grandis (Druce) P.F.Hunt","parent1","Dactylorhiza fuchsii","2cd4p9h.xh4","N","N","native"
"Dactylorhiza fuchsii x praetermissa = D. x grandis (Druce) P.F.Hunt","2cd4p9h.pvb","Dactylorhiza x grandis (Druce) P.F.Hunt","parent2","Dactylorhiza praetermissa","2cd4p9h.51c","N","N","native"
"Typha angustifolia x latifolia = T. x glauca Godr.","2cd4p9h.pve","Typha x glauca Godr.","parent1","Typha angustifolia","2cd4p9h.25e","N","N","native"
"Typha angustifolia x latifolia = T. x glauca Godr.","2cd4p9h.pve","Typha x glauca Godr.","parent2","Typha latifolia","2cd4p9h.9bp","N","N","native"
"Carex distans x hostiana = C. x muelleriana F.W.Schultz","2cd4p9h.pvh","Carex x muelleriana F.W.Schultz","parent1","Carex distans","2cd4p9h.xdt","N","N","native"
"Carex distans x hostiana = C. x muelleriana F.W.Schultz","2cd4p9h.pvh","Carex x muelleriana F.W.Schultz","parent2","Carex hostiana","2cd4p9h.xea","N","N","native"
"Carex acuta x elata = C. x prolixa Fr.","2cd4p9h.pvk","Carex x prolixa Fr.","parent1","Carex acuta","2cd4p9h.bp9","N","N","native"
"Carex acuta x elata = C. x prolixa Fr.","2cd4p9h.pvk","Carex x prolixa Fr.","parent2","Carex elata","2cd4p9h.f3y","N","N","native"
"Erica tetralix x vagans = E. x williamsii Druce","2cd4p9h.pvq","Erica x williamsii Druce","parent1","Erica tetralix","2cd4p9h.c00","N","N","native"
"Erica tetralix x vagans = E. x williamsii Druce","2cd4p9h.pvq","Erica x williamsii Druce","parent2","Erica vagans","2cd4p9h.xvy","N","N","native"
"Scutellaria galericulata x minor = S. x hybrida Strail","2cd4p9h.pvt","Scutellaria x hybrida Strail","parent1","Scutellaria galericulata","2cd4p9h.cka","N","N","native"
"Scutellaria galericulata x minor = S. x hybrida Strail","2cd4p9h.pvt","Scutellaria x hybrida Strail","parent2","Scutellaria minor","2cd4p9h.fpt","N","N","native"
"Cotoneaster frigidus x salicifolius = C. x watereri Exell","2cd4p9h.pwa","Cotoneaster x watereri Exell","parent1","Cotoneaster frigidus",NA,NA,"Neo-natd","neophyte"
"Cotoneaster frigidus x salicifolius = C. x watereri Exell","2cd4p9h.pwa","Cotoneaster x watereri Exell","parent2","Cotoneaster salicifolius",NA,NA,"Neo-natd","neophyte"
"Crinum bulbispermum x moorei = C. x powellii Baker","2cd4p9h.pp4","Crinum x powellii Baker","parent1","Crinum bulbispermum",NA,NA,NA,NA
"Crinum bulbispermum x moorei = C. x powellii Baker","2cd4p9h.pp4","Crinum x powellii Baker","parent2","Crinum moorei",NA,NA,NA,NA
"Crocus chrysanthus x biflorus = C. x hybridus Petrovič","2cd4p9h.ppa","Crocus x hybridus Petrovič","parent1","Crocus chrysanthus",NA,NA,"Neo-natd","neophyte"
"Crocus chrysanthus x biflorus = C. x hybridus Petrovič","2cd4p9h.ppa","Crocus x hybridus Petrovič","parent2","Crocus biflorus",NA,NA,"Neo-natd","neophyte"
"Saxifraga hirsuta x umbrosa = S. x geum L.","2cd4p9h.q0p","Saxifraga x geum L.","parent1","Saxifraga hirsuta","2cd4p9h.fp8","N","N","native"
"Saxifraga hirsuta x umbrosa = S. x geum L.","2cd4p9h.q0p","Saxifraga x geum L.","parent2","Saxifraga umbrosa",NA,NA,"Neo-natd","neophyte"
"Calystegia sepium x silvatica = C. x lucana (Ten.) G.Don","2cd4p9h.q1x","Calystegia x lucana (Ten.) G.Don","parent1","Calystegia sepium","2cd4p9h.yeg","N","N","native"
"Calystegia sepium x silvatica = C. x lucana (Ten.) G.Don","2cd4p9h.q1x","Calystegia x lucana (Ten.) G.Don","parent2","Calystegia silvatica","2cd4p9h.bym","AN","Neo-natd","neophyte"
"Atriplex longipes x prostrata = A. x gustafssoniana Tascher.","2cd4p9h.q7y","Atriplex x gustafssoniana Tascher.","parent1","Atriplex longipes","2cd4p9h.m83","N","N","native"
"Atriplex longipes x prostrata = A. x gustafssoniana Tascher.","2cd4p9h.q7y","Atriplex x gustafssoniana Tascher.","parent2","Atriplex prostrata","2cd4p9h.4p4","N","N","native"
"Crataegus crus-galli x pubescens = C. x lavalleei Hérincq ex Lavallée","2cd4p9h.qa9","Crataegus x lavalleei Hérincq ex Lavallée","parent1","Crataegus crus-galli",NA,NA,"Neo-surv","neophyte"
"Crataegus crus-galli x pubescens = C. x lavalleei Hérincq ex Lavallée","2cd4p9h.qa9","Crataegus x lavalleei Hérincq ex Lavallée","parent2","Crataegus pubescens",NA,NA,NA,NA
"Carex distans x lepidocarpa = C. x luteola Sendtn.","2cd4p9h.qcp","Carex x luteola Sendtn.","parent1","Carex distans","2cd4p9h.xdt","N","N","native"
"Carex distans x lepidocarpa = C. x luteola Sendtn.","2cd4p9h.qcp","Carex x luteola Sendtn.","parent2","Carex lepidocarpa",NA,NA,NA,NA
"Carex binervis x demissa = C. x corstorphinei Druce","2cd4p9h.qcs","Carex x corstorphinei Druce","parent1","Carex binervis","2cd4p9h.yff","N","N","native"
"Carex binervis x demissa = C. x corstorphinei Druce","2cd4p9h.qcs","Carex x corstorphinei Druce","parent2","Carex demissa",NA,NA,NA,NA
"Galanthus nivalis x plicatus = G. x valentinei Beck","2cd4p9h.qe5","Galanthus x valentinei Beck","parent1","Galanthus nivalis","2cd4p9h.ymh","AN","Neo-natd","neophyte"
"Galanthus nivalis x plicatus = G. x valentinei Beck","2cd4p9h.qe5","Galanthus x valentinei Beck","parent2","Galanthus plicatus",NA,NA,"Neo-natd","neophyte"
"Lupinus arboreus x polyphyllus = L. x regalis Bergmans","2cd4p9h.qfg","Lupinus x regalis Bergmans","parent1","Lupinus arboreus","2cd4p9h.xpe","AN","Neo-natd","neophyte"
"Lupinus arboreus x polyphyllus = L. x regalis Bergmans","2cd4p9h.qfg","Lupinus x regalis Bergmans","parent2","Lupinus polyphyllus","2cd4p9h.5zw","AN","Neo-natd","neophyte"
"Primula elatior x veris x vulgaris = P. x murbeckii Lindq.","2cd4p9h.qg3","Primula x murbeckii Lindq.","parent1","Primula elatior","2cd4p9h.p1g","N","N","native"
"Primula elatior x veris x vulgaris = P. x murbeckii Lindq.","2cd4p9h.qg3","Primula x murbeckii Lindq.","parent2","Primula veris","2cd4p9h.94t","N","N","native"
"Primula elatior x veris x vulgaris = P. x murbeckii Lindq.","2cd4p9h.qg3","Primula x murbeckii Lindq.","parent3","Primula vulgaris","2cd4p9h.5vd","N","N","native"
"Puccinellia maritima x rupestris = P. x krusemaniana Jansen & Wacht.","2cd4p9h.qgc","Puccinellia x krusemaniana Jansen & Wacht.","parent1","Puccinellia maritima","2cd4p9h.cfr","N","N","native"
"Puccinellia maritima x rupestris = P. x krusemaniana Jansen & Wacht.","2cd4p9h.qgc","Puccinellia x krusemaniana Jansen & Wacht.","parent2","Puccinellia rupestris","2cd4p9h.95d","N","N","native"
"Spiraea cantoniensis x trilobata = S. x vanhouttei (Briot) Carrière","2cd4p9h.qv4","Spiraea x vanhouttei (Briot) Carrière","parent1","Spiraea cantoniensis",NA,NA,NA,NA
"Spiraea cantoniensis x trilobata = S. x vanhouttei (Briot) Carrière","2cd4p9h.qv4","Spiraea x vanhouttei (Briot) Carrière","parent2","Spiraea trilobata",NA,NA,NA,NA
"Agrostis stolonifera x Polypogon viridis = X Agropogon robinsonii (Druce) Melderis & D.C.McClint.","2cd4p9h.qvd","X Agropogon robinsonii (Druce) Melderis & D.C.McClint.","parent1","Agrostis stolonifera","2cd4p9h.bwz","N","N","native"
"Agrostis stolonifera x Polypogon viridis = X Agropogon robinsonii (Druce) Melderis & D.C.McClint.","2cd4p9h.qvd","X Agropogon robinsonii (Druce) Melderis & D.C.McClint.","parent2","Polypogon viridis",NA,NA,"Neo-natd","neophyte"
"Festuca arenaria x Vulpia fasciculata = X Festulpia melderisii Stace & R.Cotton","2cd4p9h.qvg","X Festulpia melderisii Stace & R.Cotton","parent1","Festuca arenaria","2cd4p9h.xk4","N","N","native"
"Festuca arenaria x Vulpia fasciculata = X Festulpia melderisii Stace & R.Cotton","2cd4p9h.qvg","X Festulpia melderisii Stace & R.Cotton","parent2","Vulpia fasciculata","2cd4p9h.9d5","N","N","native"
"Amaranthus hybridus x retroflexus = A. x ozanonii (Thell.) C.Schust. & M.Goldschm.","2cd4p9h.qw3","Amaranthus x ozanonii (Thell.) C.Schust. & M.Goldschm.","parent1","Amaranthus hybridus",NA,NA,"Neo-natd","neophyte"
"Amaranthus hybridus x retroflexus = A. x ozanonii (Thell.) C.Schust. & M.Goldschm.","2cd4p9h.qw3","Amaranthus x ozanonii (Thell.) C.Schust. & M.Goldschm.","parent2","Amaranthus retroflexus","2cd4p9h.bk5","AN","Neo-natd","neophyte"
"Petunia axillaris x integrifolia = P. x hybrida (Hook.) Vilm.","2cd4p9h.qwf","Petunia x hybrida (Hook.) Vilm.","parent1","Petunia axillaris",NA,NA,NA,NA
"Petunia axillaris x integrifolia = P. x hybrida (Hook.) Vilm.","2cd4p9h.qwf","Petunia x hybrida (Hook.) Vilm.","parent2","Petunia integrifolia",NA,NA,NA,NA
"Rumex cristatus x patientia = R. x xenogenus Rech.f.","2cd4p9h.qqn","Rumex x xenogenus Rech.f.","parent1","Rumex cristatus",NA,NA,"Neo-natd","neophyte"
"Rumex cristatus x patientia = R. x xenogenus Rech.f.","2cd4p9h.qqn","Rumex x xenogenus Rech.f.","parent2","Rumex patientia",NA,NA,"Neo-natd","neophyte"
