"key","taxonId.x","hybrid_species","parents","name","taxonId.y","native_status","StaceIV_nativity","native_combined"
"Viola hirta x odorata = V. x scabra F.Braun","2cd4p9h.m7g","Viola x scabra F.Braun","parent1","Viola hirta","2cd4p9h.9d2","N","N","native"
"Viola hirta x odorata = V. x scabra F.Braun","2cd4p9h.m7g","Viola x scabra F.Braun","parent2","Viola odorata","2cd4p9h.pag","N","N","native"
"Salix aurita x myrsinifolia = S. x coriacea J.Forbes","2cd4p9h.m89","Salix x coriacea J.Forbes","parent1","Salix aurita","2cd4p9h.1sp","N","N","native"
"Salix aurita x myrsinifolia = S. x coriacea J.Forbes","2cd4p9h.m89","Salix x coriacea J.Forbes","parent2","Salix myrsinifolia","2cd4p9h.978","N","N","native"
"Salix alba x pentandra = S. x ehrhartiana Sm.","2cd4p9h.m8c","Salix x ehrhartiana Sm.","parent1","Salix alba","2cd4p9h.1sa","AR","Arch-denizen","native"
"Salix alba x pentandra = S. x ehrhartiana Sm.","2cd4p9h.m8c","Salix x ehrhartiana Sm.","parent2","Salix pentandra","2cd4p9h.97b","N","N","native"
"Salix viminalis x cinerea = S. x holosericea Willd.","2cd4p9h.m8v","Salix x holosericea Willd.","parent1","Salix viminalis","2cd4p9h.5xw","AR","Arch-denizen","native"
"Salix viminalis x cinerea = S. x holosericea Willd.","2cd4p9h.m8v","Salix x holosericea Willd.","parent2","Salix cinerea","2cd4p9h.1t0","N","N","native"
"Salix herbacea x lapponum = S. x sobrina F.B.White","2cd4p9h.m8x","Salix x sobrina F.B.White","parent1","Salix herbacea","2cd4p9h.w08","N","N","native"
"Salix herbacea x lapponum = S. x sobrina F.B.White","2cd4p9h.m8x","Salix x sobrina F.B.White","parent2","Salix lapponum","2cd4p9h.w0b","N","N","native"
"Rumex conglomeratus x hydrolapathum = R. x digeneus Beck","2cd4p9h.ma7","Rumex x digeneus Beck","parent1","Rumex conglomeratus","2cd4p9h.vzy","N","N","native"
"Rumex conglomeratus x hydrolapathum = R. x digeneus Beck","2cd4p9h.ma7","Rumex x digeneus Beck","parent2","Rumex hydrolapathum","2cd4p9h.vzz","N","N","native"
"Rumex conglomeratus x sanguineus = R. x ruhmeri Hausskn.","2cd4p9h.maa","Rumex x ruhmeri Hausskn.","parent1","Rumex conglomeratus","2cd4p9h.vzy","N","N","native"
"Rumex conglomeratus x sanguineus = R. x ruhmeri Hausskn.","2cd4p9h.maa","Rumex x ruhmeri Hausskn.","parent2","Rumex sanguineus","2cd4p9h.5x1","N","N","native"
"Rumex conglomeratus x crispus = R. x schulzei Hausskn.","2cd4p9h.mad","Rumex x schulzei Hausskn.","parent1","Rumex conglomeratus","2cd4p9h.vzy","N","N","native"
"Rumex conglomeratus x crispus = R. x schulzei Hausskn.","2cd4p9h.mad","Rumex x schulzei Hausskn.","parent2","Rumex crispus","2cd4p9h.96x","N","N","native"
"Potamogeton crispus x trichoides = P. x bennettii Fryer","2cd4p9h.mag","Potamogeton x bennettii Fryer","parent1","Potamogeton crispus","2cd4p9h.xts","N","N","native"
"Potamogeton crispus x trichoides = P. x bennettii Fryer","2cd4p9h.mag","Potamogeton x bennettii Fryer","parent2","Potamogeton trichoides","2cd4p9h.p17","N","N","native"
"Potamogeton acutifolius x berchtoldii = P. x sudermanicus Hagstr.","2cd4p9h.maw","Potamogeton x sudermanicus Hagstr.","parent1","Potamogeton acutifolius","2cd4p9h.xtm","N","N","native"
"Potamogeton acutifolius x berchtoldii = P. x sudermanicus Hagstr.","2cd4p9h.maw","Potamogeton x sudermanicus Hagstr.","parent2","Potamogeton berchtoldii","2cd4p9h.fx9","N","N","native"
"Atriplex littoralis x prostrata = A. x hulmeana Tascher.","2cd4p9h.mam","Atriplex x hulmeana Tascher.","parent1","Atriplex littoralis","2cd4p9h.8bt","N","N","native"
"Atriplex littoralis x prostrata = A. x hulmeana Tascher.","2cd4p9h.mam","Atriplex x hulmeana Tascher.","parent2","Atriplex prostrata","2cd4p9h.4p4","N","N","native"
"Carex aquatilis x bigelowii = C. x limula Fr.","2cd4p9h.mbx","Carex x limula Fr.","parent1","Carex aquatilis","2cd4p9h.yf6","N","N","native"
"Carex aquatilis x bigelowii = C. x limula Fr.","2cd4p9h.mbx","Carex x limula Fr.","parent2","Carex bigelowii","2cd4p9h.8eq","N","N","native"
"Rorippa amphibia x austriaca = R. x hungarica Borbás","2cd4p9h.mch","Rorippa x hungarica Borbás","parent1","Rorippa amphibia","2cd4p9h.1qx","N","N","native"
"Rorippa amphibia x austriaca = R. x hungarica Borbás","2cd4p9h.mch","Rorippa x hungarica Borbás","parent2","Rorippa austriaca",NA,NA,"Neo-natd","neophyte"
"Spiraea canescens x douglasii = S. x brachybotrys Lange","2cd4p9h.mck","Spiraea x brachybotrys Lange","parent1","Spiraea canescens",NA,NA,"Neo-surv","neophyte"
"Spiraea canescens x douglasii = S. x brachybotrys Lange","2cd4p9h.mck","Spiraea x brachybotrys Lange","parent2","Spiraea douglasii",NA,NA,"Neo-natd","neophyte"
"Cardamine flexuosa x pratensis = C. x fringsii F.Wirtg.","2cd4p9h.md1","Cardamine x fringsii F.Wirtg.","parent1","Cardamine flexuosa","2cd4p9h.xde","N","N","native"
"Cardamine flexuosa x pratensis = C. x fringsii F.Wirtg.","2cd4p9h.md1","Cardamine x fringsii F.Wirtg.","parent2","Cardamine pratensis","2cd4p9h.n1","N","N","native"
"Viola canina x riviniana = V. x intersita Beck","2cd4p9h.md4","Viola x intersita Beck","parent1","Viola canina","2cd4p9h.9cz","N","N","native"
"Viola canina x riviniana = V. x intersita Beck","2cd4p9h.md4","Viola x intersita Beck","parent2","Viola riviniana","2cd4p9h.cp8","N","N","native"
"Ulex europaeus x gallii = U. x breoganii (Castrov. & Valdés-Berm.) Castrov. & Valdés-Berm.","2cd4p9h.mda","Ulex x breoganii (Castrov. & Valdés-Berm.) Castrov. & Valdés-Berm.","parent1","Ulex europaeus","2cd4p9h.p9b","N","N","native"
"Ulex europaeus x gallii = U. x breoganii (Castrov. & Valdés-Berm.) Castrov. & Valdés-Berm.","2cd4p9h.mda","Ulex x breoganii (Castrov. & Valdés-Berm.) Castrov. & Valdés-Berm.","parent2","Ulex gallii","2cd4p9h.p9e","N","N","native"
"Crataegus laevigata x Mespilus germanica = X Crataemespilus grandiflora (Sm.) E.G.Camus","2cd4p9h.mdg","X Crataemespilus grandiflora (Sm.) E.G.Camus","parent1","Crataegus laevigata","2cd4p9h.yv9","N","N","native"
"Crataegus laevigata x Mespilus germanica = X Crataemespilus grandiflora (Sm.) E.G.Camus","2cd4p9h.mdg","X Crataemespilus grandiflora (Sm.) E.G.Camus","parent2","Mespilus germanica","2cd4p9h.vnw","AR","Arch-denizen","native"
"Rubus caesius x idaeus = R. x pseudoidaeus (Weihe) Lej.","2cd4p9h.mdm","Rubus x pseudoidaeus (Weihe) Lej.","parent1","Rubus caesius","2cd4p9h.m0q","N","N","native"
"Rubus caesius x idaeus = R. x pseudoidaeus (Weihe) Lej.","2cd4p9h.mdm","Rubus x pseudoidaeus (Weihe) Lej.","parent2","Rubus idaeus","2cd4p9h.m0t","N","N","native"
"Rosa canina x rubiginosa = R. x nitidula Besser","2cd4p9h.me9","Rosa x nitidula Besser","parent1","Rosa canina","2cd4p9h.1qz","N","N","native"
"Rosa canina x rubiginosa = R. x nitidula Besser","2cd4p9h.me9","Rosa x nitidula Besser","parent1","Rosa canina","2cd4p9h.vz3","N","N","native"
"Rosa canina x rubiginosa = R. x nitidula Besser","2cd4p9h.me9","Rosa x nitidula Besser","parent2","Rosa rubiginosa","2cd4p9h.fna","N","N","native"
"Rosa canina x rubiginosa = R. x nitidula Besser","2cd4p9h.me9","Rosa x nitidula Besser","parent2","Rosa rubiginosa","2cd4p9h.p3h","N","N","native"
"Rosa vosagiaca x tomentosa = R. x cottetii (H.Christ) Lagger & Puget ex Cottet","2cd4p9h.mef","Rosa x cottetii (H.Christ) Lagger & Puget ex Cottet","parent1","Rosa vosagiaca",NA,NA,"N","native"
"Rosa vosagiaca x tomentosa = R. x cottetii (H.Christ) Lagger & Puget ex Cottet","2cd4p9h.mef","Rosa x cottetii (H.Christ) Lagger & Puget ex Cottet","parent2","Rosa tomentosa","2cd4p9h.chw","N","N","native"
"Epilobium parviflorum x ciliatum = E. x floridulum Smejkal","2cd4p9h.mez","Epilobium x floridulum Smejkal","parent1","Epilobium parviflorum","2cd4p9h.zf","N","N","native"
"Epilobium parviflorum x ciliatum = E. x floridulum Smejkal","2cd4p9h.mez","Epilobium x floridulum Smejkal","parent2","Epilobium ciliatum","2cd4p9h.bzd","AN","Neo-natd","neophyte"
"Epilobium obscurum x parviflorum = E. x dacicum Borbás","2cd4p9h.mf2","Epilobium x dacicum Borbás","parent1","Epilobium obscurum","2cd4p9h.bzm","N","N","native"
"Epilobium obscurum x parviflorum = E. x dacicum Borbás","2cd4p9h.mf2","Epilobium x dacicum Borbás","parent2","Epilobium parviflorum","2cd4p9h.zf","N","N","native"
"Epilobium tetragonum x ciliatum = E. x mentiens Smejkal","2cd4p9h.mf5","Epilobium x mentiens Smejkal","parent1","Epilobium tetragonum","2cd4p9h.7aw","N","N","native"
"Epilobium tetragonum x ciliatum = E. x mentiens Smejkal","2cd4p9h.mf5","Epilobium x mentiens Smejkal","parent2","Epilobium ciliatum","2cd4p9h.bzd","AN","Neo-natd","neophyte"
"Verbascum phlomoides x thapsus = V. x kerneri Fritsch","2cd4p9h.mf8","Verbascum x kerneri Fritsch","parent1","Verbascum phlomoides",NA,NA,"Neo-casual","neophyte"
"Verbascum phlomoides x thapsus = V. x kerneri Fritsch","2cd4p9h.mf8","Verbascum x kerneri Fritsch","parent2","Verbascum thapsus","2cd4p9h.w59","N","N","native"
"Verbascum nigrum x pulverulentum = V. x mixtum Ramond ex DC.","2cd4p9h.mfb","Verbascum x mixtum Ramond ex DC.","parent1","Verbascum nigrum","2cd4p9h.m6t","N","N","native"
"Verbascum nigrum x pulverulentum = V. x mixtum Ramond ex DC.","2cd4p9h.mfb","Verbascum x mixtum Ramond ex DC.","parent2","Verbascum pulverulentum","2cd4p9h.9c6",NA,"?N","native"
"Cirsium acaule x vulgare = C. x sabaudum M.Loehr","2cd4p9h.mfe","Cirsium x sabaudum M.Loehr","parent1","Cirsium acaule","2cd4p9h.8he","N","N","native"
"Cirsium acaule x vulgare = C. x sabaudum M.Loehr","2cd4p9h.mfe","Cirsium x sabaudum M.Loehr","parent2","Cirsium vulgare","2cd4p9h.qd","N","N","native"
"Cirsium heterophyllum x palustre = C. x wankelii Reichardt","2cd4p9h.mfh","Cirsium x wankelii Reichardt","parent1","Cirsium heterophyllum","2cd4p9h.4ze","N","N","native"
"Cirsium heterophyllum x palustre = C. x wankelii Reichardt","2cd4p9h.mfh","Cirsium x wankelii Reichardt","parent2","Cirsium palustre","2cd4p9h.8hn","N","N","native"
"Cirsium dissectum x palustre = C. x forsteri (Sm.) Loudon","2cd4p9h.mfk","Cirsium x forsteri (Sm.) Loudon","parent1","Cirsium dissectum","2cd4p9h.8hk","N","N","native"
"Cirsium dissectum x palustre = C. x forsteri (Sm.) Loudon","2cd4p9h.mfk","Cirsium x forsteri (Sm.) Loudon","parent2","Cirsium palustre","2cd4p9h.8hn","N","N","native"
"Dactylorhiza fuchsii x Gymnadenia borealis = X Dactylodenia st-quintinii (Godfery) J.Duvign.","2cd4p9h.mfn","X Dactylodenia st-quintinii (Godfery) J.Duvign.","parent1","Dactylorhiza fuchsii","2cd4p9h.xh4","N","N","native"
"Dactylorhiza fuchsii x Gymnadenia borealis = X Dactylodenia st-quintinii (Godfery) J.Duvign.","2cd4p9h.mfn","X Dactylodenia st-quintinii (Godfery) J.Duvign.","parent2","Gymnadenia borealis",NA,NA,"N","native"
"Dactylorhiza incarnata x maculata = D. x carnea (E.G.Camus) Soó","2cd4p9h.mfq","Dactylorhiza x carnea (E.G.Camus) Soó","parent1","Dactylorhiza incarnata","2cd4p9h.f72","N","N","native"
"Dactylorhiza incarnata x maculata = D. x carnea (E.G.Camus) Soó","2cd4p9h.mfq","Dactylorhiza x carnea (E.G.Camus) Soó","parent2","Dactylorhiza maculata","2cd4p9h.sq","N","N","native"
"Dactylorhiza maculata x praetermissa = D. x hallii (Druce) Soó","2cd4p9h.mft","Dactylorhiza x hallii (Druce) Soó","parent1","Dactylorhiza maculata","2cd4p9h.sq","N","N","native"
"Dactylorhiza maculata x praetermissa = D. x hallii (Druce) Soó","2cd4p9h.mft","Dactylorhiza x hallii (Druce) Soó","parent2","Dactylorhiza praetermissa","2cd4p9h.51c","N","N","native"
"Carex distans x extensa = C. x tornabenii Chiov.","2cd4p9h.mg4","Carex x tornabenii Chiov.","parent1","Carex distans","2cd4p9h.xdt","N","N","native"
"Carex distans x extensa = C. x tornabenii Chiov.","2cd4p9h.mg4","Carex x tornabenii Chiov.","parent2","Carex extensa","2cd4p9h.8f1","N","N","native"
"Festuca rubra x Vulpia fasciculata = X Festulpia hubbardii Stace & R.Cotton","2cd4p9h.mgd","X Festulpia hubbardii Stace & R.Cotton","parent1","Festuca rubra","2cd4p9h.54f","N","N","native"
"Festuca rubra x Vulpia fasciculata = X Festulpia hubbardii Stace & R.Cotton","2cd4p9h.mgd","X Festulpia hubbardii Stace & R.Cotton","parent1","Festuca rubra","2cd4p9h.yxf","N","N","native"
"Festuca rubra x Vulpia fasciculata = X Festulpia hubbardii Stace & R.Cotton","2cd4p9h.mgd","X Festulpia hubbardii Stace & R.Cotton","parent2","Vulpia fasciculata","2cd4p9h.9d5","N","N","native"
"Avena fatua x sativa = A. x hybrida Peterm.","2cd4p9h.mgg","Avena x hybrida Peterm.","parent1","Avena fatua","2cd4p9h.4pa","AR","Arch-colonist","native"
"Avena fatua x sativa = A. x hybrida Peterm.","2cd4p9h.mgg","Avena x hybrida Peterm.","parent2","Avena sativa","2cd4p9h.mh0","AC","Arch-cultd","native"
"Erica mackaiana x tetralix = E. x stuartii (Macfarl.) Mast.","2cd4p9h.mgw","Erica x stuartii (Macfarl.) Mast.","parent1","Erica mackaiana","2cd4p9h.nr7","N",NA,"native"
"Erica mackaiana x tetralix = E. x stuartii (Macfarl.) Mast.","2cd4p9h.mgw","Erica x stuartii (Macfarl.) Mast.","parent2","Erica tetralix","2cd4p9h.c00","N","N","native"
"Populus balsamifera x deltoides = P. x jackii Sarg.","2cd4p9h.mmd","Populus x jackii Sarg.","parent1","Populus balsamifera",NA,NA,"Neo-surv","neophyte"
"Populus balsamifera x deltoides = P. x jackii Sarg.","2cd4p9h.mmd","Populus x jackii Sarg.","parent2","Populus deltoides",NA,NA,NA,NA
"Rosa arvensis x rugosa = R. x paulii Rehder","2cd4p9h.mmw","Rosa x paulii Rehder","parent1","Rosa arvensis","2cd4p9h.96c","N","N","native"
"Rosa arvensis x rugosa = R. x paulii Rehder","2cd4p9h.mmw","Rosa x paulii Rehder","parent2","Rosa rugosa","2cd4p9h.96f","AN","Neo-natd","neophyte"
"Dactylorhiza maculata x Pseudorchis albida = X Pseudorhiza bruniana (Brügger) P.F.Hunt","2cd4p9h.mz8","X Pseudorhiza bruniana (Brügger) P.F.Hunt","parent1","Dactylorhiza maculata","2cd4p9h.sq","N","N","native"
"Dactylorhiza maculata x Pseudorchis albida = X Pseudorhiza bruniana (Brügger) P.F.Hunt","2cd4p9h.mz8","X Pseudorhiza bruniana (Brügger) P.F.Hunt","parent2","Pseudorchis albida","2cd4p9h.c3v","N","N","native"
"Carex diandra x paniculata = C. x beckmannii Keck ex F.W.Schultz","2cd4p9h.mzb","Carex x beckmannii Keck ex F.W.Schultz","parent1","Carex diandra","2cd4p9h.v9r","N","N","native"
"Carex diandra x paniculata = C. x beckmannii Keck ex F.W.Schultz","2cd4p9h.mzb","Carex x beckmannii Keck ex F.W.Schultz","parent2","Carex paniculata","2cd4p9h.bpz","N","N","native"
"Epilobium ciliatum x brunnescens = E. x brunnatum Kitchener & McKean","2cd4p9h.n28","Epilobium x brunnatum Kitchener & McKean","parent1","Epilobium ciliatum","2cd4p9h.bzd","AN","Neo-natd","neophyte"
"Epilobium ciliatum x brunnescens = E. x brunnatum Kitchener & McKean","2cd4p9h.n28","Epilobium x brunnatum Kitchener & McKean","parent2","Epilobium brunnescens","2cd4p9h.52n","AN","Neo-natd","neophyte"
"Rosa rubiginosa x stylosa = R. x bengyana Rouy","2cd4p9h.n4c","Rosa x bengyana Rouy","parent1","Rosa rubiginosa","2cd4p9h.fna","N","N","native"
"Rosa rubiginosa x stylosa = R. x bengyana Rouy","2cd4p9h.n4c","Rosa x bengyana Rouy","parent1","Rosa rubiginosa","2cd4p9h.p3h","N","N","native"
"Rosa rubiginosa x stylosa = R. x bengyana Rouy","2cd4p9h.n4c","Rosa x bengyana Rouy","parent2","Rosa stylosa","2cd4p9h.vz9","N","N","native"
"Calystegia pulchra x sepium = C. x scanica Brummitt","2cd4p9h.nbh","Calystegia x scanica Brummitt","parent1","Calystegia pulchra","2cd4p9h.g0n","AN","Neo-natd","neophyte"
"Calystegia pulchra x sepium = C. x scanica Brummitt","2cd4p9h.nbh","Calystegia x scanica Brummitt","parent2","Calystegia sepium","2cd4p9h.yeg","N","N","native"
"Capsella bursa-pastoris x rubella = C. x gracilis Gren.","2cd4p9h.ndx","Capsella x gracilis Gren.","parent1","Capsella bursa-pastoris","2cd4p9h.yes","AR","Arch-colonist","native"
"Capsella bursa-pastoris x rubella = C. x gracilis Gren.","2cd4p9h.ndx","Capsella x gracilis Gren.","parent2","Capsella rubella",NA,NA,"Neo-casual","neophyte"
"Euphrasia arctica x tetraquetra = E. x pratiuscula","2cd4p9h.nf7","Euphrasia x pratiuscula","parent1","Euphrasia arctica","2cd4p9h.h4y","N","N","native"
"Euphrasia arctica x tetraquetra = E. x pratiuscula","2cd4p9h.nf7","Euphrasia x pratiuscula","parent2","Euphrasia tetraquetra","2cd4p9h.yx6","N","N","native"
"Galeopsis bifida x tetrahit = G. x ludwigii Hausskn.","2cd4p9h.nfd","Galeopsis x ludwigii Hausskn.","parent1","Galeopsis bifida","2cd4p9h.fae","N","N","native"
"Galeopsis bifida x tetrahit = G. x ludwigii Hausskn.","2cd4p9h.nfd","Galeopsis x ludwigii Hausskn.","parent2","Galeopsis tetrahit","2cd4p9h.8n5","N","N","native"
"Galeopsis bifida x tetrahit = G. x ludwigii Hausskn.","2cd4p9h.nfd","Galeopsis x ludwigii Hausskn.","parent2","Galeopsis tetrahit","2cd4p9h.c2a","N","N","native"
"Gaultheria mucronata x shallon = G. x wisleyensis D.J.Middleton","2cd4p9h.nfg","Gaultheria x wisleyensis D.J.Middleton","parent1","Gaultheria mucronata",NA,NA,"Neo-natd","neophyte"
"Gaultheria mucronata x shallon = G. x wisleyensis D.J.Middleton","2cd4p9h.nfg","Gaultheria x wisleyensis D.J.Middleton","parent2","Gaultheria shallon","2cd4p9h.13h","AN","Neo-natd","neophyte"
"Olearia avicenniifolia x moschata = O. x haastii Hook.f.","2cd4p9h.ng6","Olearia x haastii Hook.f.","parent1","Olearia avicenniifolia",NA,NA,"Neo-surv","neophyte"
"Olearia avicenniifolia x moschata = O. x haastii Hook.f.","2cd4p9h.ng6","Olearia x haastii Hook.f.","parent2","Olearia moschata",NA,NA,NA,NA
"Puccinellia distans x maritima = P. x hybrida Holmb.","2cd4p9h.ngy","Puccinellia x hybrida Holmb.","parent1","Puccinellia distans","2cd4p9h.xzr","N","N","native"
"Puccinellia distans x maritima = P. x hybrida Holmb.","2cd4p9h.ngy","Puccinellia x hybrida Holmb.","parent2","Puccinellia maritima","2cd4p9h.cfr","N","N","native"
"Rumex patientia x conglomeratus = R. x philpii","2cd4p9h.nhb","Rumex x philpii","parent1","Rumex patientia",NA,NA,"Neo-natd","neophyte"
"Rumex patientia x conglomeratus = R. x philpii","2cd4p9h.nhb","Rumex x philpii","parent2","Rumex conglomeratus","2cd4p9h.vzy","N","N","native"
"Salix myrsinifolia x viminalis = S. x seminigricans E.G.Camus & A.Camus","2cd4p9h.nhh","Salix x seminigricans E.G.Camus & A.Camus","parent1","Salix myrsinifolia","2cd4p9h.978","N","N","native"
"Salix myrsinifolia x viminalis = S. x seminigricans E.G.Camus & A.Camus","2cd4p9h.nhh","Salix x seminigricans E.G.Camus & A.Camus","parent2","Salix viminalis","2cd4p9h.5xw","AR","Arch-denizen","native"
"Symphoricarpos microphyllus x orbiculatus = S. x chenaultii Rehder","2cd4p9h.nv1","Symphoricarpos x chenaultii Rehder","parent1","Symphoricarpos microphyllus",NA,NA,NA,NA
"Symphoricarpos microphyllus x orbiculatus = S. x chenaultii Rehder","2cd4p9h.nv1","Symphoricarpos x chenaultii Rehder","parent2","Symphoricarpos orbiculatus",NA,NA,"Neo-natd","neophyte"
"Viola canina x reichenbachiana = V. x mixta A.Kern.","2cd4p9h.nw0","Viola x mixta A.Kern.","parent1","Viola canina","2cd4p9h.9cz","N","N","native"
"Viola canina x reichenbachiana = V. x mixta A.Kern.","2cd4p9h.nw0","Viola x mixta A.Kern.","parent2","Viola reichenbachiana","2cd4p9h.m7m","N","N","native"
"Populus balsamifera x trichocarpa = P. x 'Balsam Spire'","2cd4p9h.nwr","Populus x 'Balsam Spire'","parent1","Populus balsamifera",NA,NA,"Neo-surv","neophyte"
"Populus balsamifera x trichocarpa = P. x 'Balsam Spire'","2cd4p9h.nwr","Populus x 'Balsam Spire'","parent2","Populus trichocarpa",NA,NA,"Neo-natd","neophyte"
"Salvia nemorosa x pratensis = S. x sylvestris L.","2cd4p9h.nk5","Salvia x sylvestris L.","parent1","Salvia nemorosa",NA,NA,NA,NA
"Salvia nemorosa x pratensis = S. x sylvestris L.","2cd4p9h.nk5","Salvia x sylvestris L.","parent2","Salvia pratensis","2cd4p9h.cvr",NA,"?N","native"
"Primula vulgaris x juliae = P. x pruhonicensis Zemann ex Bergmans","2cd4p9h.ny4","Primula x pruhonicensis Zemann ex Bergmans","parent1","Primula vulgaris","2cd4p9h.5vd","N","N","native"
"Primula vulgaris x juliae = P. x pruhonicensis Zemann ex Bergmans","2cd4p9h.ny4","Primula x pruhonicensis Zemann ex Bergmans","parent2","Primula juliae",NA,NA,"Neo-natd","neophyte"
"Ophrys fuciflora x sphegodes = O. x obscura Beck","2cd4p9h.npz","Ophrys x obscura Beck","parent1","Ophrys fuciflora","2cd4p9h.91k","N","N","native"
"Ophrys fuciflora x sphegodes = O. x obscura Beck","2cd4p9h.npz","Ophrys x obscura Beck","parent2","Ophrys sphegodes","2cd4p9h.vpe","N","N","native"
"Equisetum hyemale x variegatum = E. x trachyodon A.Braun","2cd4p9h.nr1","Equisetum x trachyodon A.Braun","parent1","Equisetum hyemale","2cd4p9h.x6v","N","N","native"
"Equisetum hyemale x variegatum = E. x trachyodon A.Braun","2cd4p9h.nr1","Equisetum x trachyodon A.Braun","parent2","Equisetum variegatum","2cd4p9h.es6","N","N","native"
"Epipactis helleborine x purpurata = E. x schulzei P.Fourn.","2cd4p9h.nt5","Epipactis x schulzei P.Fourn.","parent1","Epipactis helleborine","2cd4p9h.52q","N","N","native"
"Epipactis helleborine x purpurata = E. x schulzei P.Fourn.","2cd4p9h.nt5","Epipactis x schulzei P.Fourn.","parent2","Epipactis purpurata","2cd4p9h.vf3","N","N","native"
"Erodium cicutarium x lebelii = E. x anaristatum Andreas","2cd4p9h.nth","Erodium x anaristatum Andreas","parent1","Erodium cicutarium","2cd4p9h.vff","N","N","native"
"Erodium cicutarium x lebelii = E. x anaristatum Andreas","2cd4p9h.nth","Erodium x anaristatum Andreas","parent1","Erodium cicutarium","2cd4p9h.xvr","N","N","native"
"Erodium cicutarium x lebelii = E. x anaristatum Andreas","2cd4p9h.nth","Erodium x anaristatum Andreas","parent2","Erodium lebelii","2cd4p9h.xvz","N",NA,"native"
"Prunella laciniata x vulgaris = P. x intermedia Link","2cd4p9h.y0f","Prunella x intermedia Link","parent1","Prunella laciniata",NA,NA,"Neo-natd","neophyte"
"Prunella laciniata x vulgaris = P. x intermedia Link","2cd4p9h.y0f","Prunella x intermedia Link","parent2","Prunella vulgaris","2cd4p9h.p1p","N","N","native"
"Salix arbuscula x herbacea = S. x simulatrix F.B.White","2cd4p9h.y4k","Salix x simulatrix F.B.White","parent1","Salix arbuscula","2cd4p9h.cvf","N","N","native"
"Salix arbuscula x herbacea = S. x simulatrix F.B.White","2cd4p9h.y4k","Salix x simulatrix F.B.White","parent2","Salix herbacea","2cd4p9h.w08","N","N","native"
"Rubus odoratus x parviflorus = R. x fraseri Rehder","2cd4p9h.y7t","Rubus x fraseri Rehder","parent1","Rubus odoratus",NA,NA,"Neo-natd","neophyte"
"Rubus odoratus x parviflorus = R. x fraseri Rehder","2cd4p9h.y7t","Rubus x fraseri Rehder","parent2","Rubus parviflorus",NA,NA,"Neo-natd","neophyte"
"Salix myrsinifolia x myrsinites = S. x punctata Wahlenb.","2cd4p9h.y81","Salix x punctata Wahlenb.","parent1","Salix myrsinifolia","2cd4p9h.978","N","N","native"
"Salix myrsinifolia x myrsinites = S. x punctata Wahlenb.","2cd4p9h.y81","Salix x punctata Wahlenb.","parent2","Salix myrsinites","2cd4p9h.fyy","N","N","native"
"Equisetum arvense x fluviatile = E. x litorale Kühlew. ex Rupr.","2cd4p9h.y99","Equisetum x litorale Kühlew. ex Rupr.","parent1","Equisetum arvense","2cd4p9h.es0","N","N","native"
"Equisetum arvense x fluviatile = E. x litorale Kühlew. ex Rupr.","2cd4p9h.y99","Equisetum x litorale Kühlew. ex Rupr.","parent2","Equisetum fluviatile","2cd4p9h.y96","N","N","native"
"Asplenium adiantum-nigrum x obovatum = A. x sarniense Sleep","2cd4p9h.ya8","Asplenium x sarniense Sleep","parent1","Asplenium adiantum-nigrum","2cd4p9h.4w1","N","N","native"
"Asplenium adiantum-nigrum x obovatum = A. x sarniense Sleep","2cd4p9h.ya8","Asplenium x sarniense Sleep","parent1","Asplenium adiantum-nigrum","2cd4p9h.x66","N","N","native"
"Asplenium adiantum-nigrum x obovatum = A. x sarniense Sleep","2cd4p9h.ya8","Asplenium x sarniense Sleep","parent2","Asplenium obovatum","2cd4p9h.bhe","N","N","native"
"Carex saxatilis x vesicaria = C. x grahamii Boott","2cd4p9h.yfx","Carex x grahamii Boott","parent1","Carex saxatilis","2cd4p9h.xf0","N","N","native"
"Carex saxatilis x vesicaria = C. x grahamii Boott","2cd4p9h.yfx","Carex x grahamii Boott","parent2","Carex vesicaria","2cd4p9h.xfc","N","N","native"
"Juncus effusus x inflexus = J. x diffusus Hoppe","2cd4p9h.ypb","Juncus x diffusus Hoppe","parent1","Juncus effusus","2cd4p9h.59w","N","N","native"
"Juncus effusus x inflexus = J. x diffusus Hoppe","2cd4p9h.ypb","Juncus x diffusus Hoppe","parent2","Juncus inflexus","2cd4p9h.xy9","N","N","native"
"Silene dioica x latifolia = S. x hampeana Meusel & K.Werner","2cd4p9h.ys5","Silene x hampeana Meusel & K.Werner","parent1","Silene dioica","2cd4p9h.vn4","N","N","native"
"Silene dioica x latifolia = S. x hampeana Meusel & K.Werner","2cd4p9h.ys5","Silene x hampeana Meusel & K.Werner","parent2","Silene latifolia","2cd4p9h.ys2","AR","Arch-denizen","native"
"Narcissus poeticus x pseudonarcissus = N. x incomparabilis Mill.","2cd4p9h.yt4","Narcissus x incomparabilis Mill.","parent1","Narcissus poeticus",NA,NA,"Neo-natd","neophyte"
"Narcissus poeticus x pseudonarcissus = N. x incomparabilis Mill.","2cd4p9h.yt4","Narcissus x incomparabilis Mill.","parent2","Narcissus pseudonarcissus","2cd4p9h.q7r","N","N","native"
"Primula elatior x vulgaris = P. x digenea A.Kern.","2cd4p9h.p1w","Primula x digenea A.Kern.","parent1","Primula elatior","2cd4p9h.p1g","N","N","native"
