"key"	"dataValue"	"taxonId"	"origTaxonId"	"prefTaxonName"	"origTaxon"	"origQualifier"
"Eleocharis multicaulis (Sm.) Desv."	"N"	"2cd4p9h.8kh"	"2cd4p9h.8kh"	"Eleocharis multicaulis (Sm.) Desv."	"Eleocharis multicaulis"	
"Epipactis phyllanthes G.E.Sm."	"N"	"2cd4p9h.8kk"	"2cd4p9h.8kk"	"Epipactis phyllanthes G.E.Sm."	"Epipactis phyllanthes"	
"Erinus alpinus L."	"AN"	"2cd4p9h.8kt"	"2cd4p9h.8kt"	"Erinus alpinus L."	"Erinus alpinus"	
"Eriophorum vaginatum L."	"N"	"2cd4p9h.8x4"	"2cd4p9h.8x4"	"Eriophorum vaginatum L."	"Eriophorum vaginatum"	
"Eryngium campestre L."	"AR"	"2cd4p9h.8x7"	"2cd4p9h.8x7"	"Eryngium campestre L."	"Eryngium campestre"	
"Euphorbia exigua L."	"AR"	"2cd4p9h.8xa"	"2cd4p9h.8xa"	"Euphorbia exigua L."	"Euphorbia exigua"	
"Euphrasia frigida Pugsley"	"N"	"2cd4p9h.8xw"	"2cd4p9h.8xw"	"Euphrasia frigida Pugsley"	"Euphrasia frigida"	
"Euphrasia marshallii Pugsley"	"NE"	"2cd4p9h.8xm"	"2cd4p9h.8xm"	"Euphrasia marshallii Pugsley"	"Euphrasia marshallii"	
"Euphrasia nemorosa (Pers.) Wallr."	"N"	"2cd4p9h.8xp"	"2cd4p9h.8xp"	"Euphrasia nemorosa (Pers.) Wallr."	"Euphrasia nemorosa"	
"Euphrasia vigursii Davey"	"NE"	"2cd4p9h.8xs"	"2cd4p9h.8xs"	"Euphrasia vigursii Davey"	"Euphrasia vigursii"	
"Euphrasia salisburgensis Funck"	"N"	"2cd4p9h.8m0"	"2cd4p9h.8m0"	"Euphrasia salisburgensis Funck"	"Euphrasia salisburgensis"	
"Festuca vivipara (L.) Sm."	"N"	"2cd4p9h.8mc"	"2cd4p9h.8mc"	"Festuca vivipara (L.) Sm."	"Festuca vivipara"	
"Filago lutescens Jord."	"NA"	"2cd4p9h.8mf"	"2cd4p9h.8mf"	"Filago lutescens Jord."	"Filago lutescens"	
"Frankenia laevis L."	"N"	"2cd4p9h.8mx"	"2cd4p9h.8mx"	"Frankenia laevis L."	"Frankenia laevis"	
"Fumaria bastardii Boreau"	"N"	"2cd4p9h.8my"	"2cd4p9h.8my"	"Fumaria bastardii Boreau"	"Fumaria bastardii"	
"Galeopsis tetrahit agg."	"N"	"2cd4p9h.8n5"	"2cd4p9h.8n5"	"Galeopsis tetrahit agg."	"Galeopsis tetrahit"	"agg."
"Genista anglica L."	"N"	"2cd4p9h.8n8"	"2cd4p9h.8n8"	"Genista anglica L."	"Genista anglica"	
"Geranium robertianum L."	"N"	"2cd4p9h.8nb"	"2cd4p9h.8nb"	"Geranium robertianum L."	"Geranium robertianum"	
"Gladiolus illyricus W.D.J.Koch"	"N"	"2cd4p9h.8nn"	"2cd4p9h.8nn"	"Gladiolus illyricus W.D.J.Koch"	"Gladiolus illyricus"	
"Glyceria fluitans (L.) R.Br. s.s."	"N"	"2cd4p9h.8y1"	"2cd4p9h.8y1"	"Glyceria fluitans (L.) R.Br. s.s."	"Glyceria fluitans"	"s.s."
"Groenlandia densa (L.) Fourr."	"N"	"2cd4p9h.8y7"	"2cd4p9h.8y7"	"Groenlandia densa (L.) Fourr."	"Groenlandia densa"	
"Atriplex portulacoides L."	"N"	"2cd4p9h.8ya"	"2cd4p9h.8ya"	"Atriplex portulacoides L."	"Atriplex portulacoides"	
"Tuberaria guttata (L.) Fourr."	"N"	"2cd4p9h.8yw"	"2cd4p9h.8yw"	"Tuberaria guttata (L.) Fourr."	"Tuberaria guttata"	
"Heracleum mantegazzianum Sommier & Levier"	"AN"	"2cd4p9h.8yp"	"2cd4p9h.8yp"	"Heracleum mantegazzianum Sommier & Levier"	"Heracleum mantegazzianum"	
"Herminium monorchis (L.) R.Br."	"N"	"2cd4p9h.8p3"	"2cd4p9h.8p3"	"Herminium monorchis (L.) R.Br."	"Herminium monorchis"	
"Pilosella officinarum F.W.Schultz & Sch.Bip."	"N"	"2cd4p9h.8p6"	"2cd4p9h.8p6"	"Pilosella officinarum F.W.Schultz & Sch.Bip."	"Pilosella officinarum"	
"Scirpoides holoschoenus (L.) Soják"	"N"	"2cd4p9h.8pv"	"2cd4p9h.8pv"	"Scirpoides holoschoenus (L.) Soják"	"Scirpoides holoschoenus"	
"Hordelymus europaeus (L.) Jess. ex Harz"	"N"	"2cd4p9h.8py"	"2cd4p9h.8py"	"Hordelymus europaeus (L.) Jess. ex Harz"	"Hordelymus europaeus"	
"Hordeum jubatum L."	"AN"	"2cd4p9h.8pr"	"2cd4p9h.8pr"	"Hordeum jubatum L."	"Hordeum jubatum"	
"Hypericum androsaemum L."	"N"	"2cd4p9h.8pz"	"2cd4p9h.8pz"	"Hypericum androsaemum L."	"Hypericum androsaemum"	
"Inula conyzae (Griess.) Meikle"	"N"	"2cd4p9h.8qb"	"2cd4p9h.8qb"	"Inula conyzae (Griess.) Meikle"	"Inula conyzae"	
"Iris germanica L."	"AN"	"2cd4p9h.8qk"	"2cd4p9h.8qk"	"Iris germanica L."	"Iris germanica"	
"Juncus maritimus Lam."	"N"	"2cd4p9h.8qn"	"2cd4p9h.8qn"	"Juncus maritimus Lam."	"Juncus maritimus"	
"Juncus tenuis Willd."	"AN"	"2cd4p9h.8qq"	"2cd4p9h.8qq"	"Juncus tenuis Willd."	"Juncus tenuis"	
"Juncus triglumis L."	"N"	"2cd4p9h.8qt"	"2cd4p9h.8qt"	"Juncus triglumis L."	"Juncus triglumis"	
"Juniperus communis L."	"N"	"2cd4p9h.8r1"	"2cd4p9h.8r1"	"Juniperus communis L."	"Juniperus communis"	
"Kickxia elatine (L.) Dumort."	"AR"	"2cd4p9h.8r4"	"2cd4p9h.8r4"	"Kickxia elatine (L.) Dumort."	"Kickxia elatine"	
"Petrorhagia nanteuilii (Burnat) P.W.Ball & Heywood"	"N"	"2cd4p9h.8ra"	"2cd4p9h.8ra"	"Petrorhagia nanteuilii (Burnat) P.W.Ball & Heywood"	"Petrorhagia nanteuilii"	
"Lactuca virosa L."	"N"	"2cd4p9h.8rd"	"2cd4p9h.8rd"	"Lactuca virosa L."	"Lactuca virosa"	
"Lamium album L."	"AR"	"2cd4p9h.8rg"	"2cd4p9h.8rg"	"Lamium album L."	"Lamium album"	
"Lamium hybridum Vill."	"AR"	"2cd4p9h.8rw"	"2cd4p9h.8rw"	"Lamium hybridum Vill."	"Lamium hybridum"	
"Lathyrus pratensis L."	"N"	"2cd4p9h.8rm"	"2cd4p9h.8rm"	"Lathyrus pratensis L."	"Lathyrus pratensis"	
"Lathyrus sylvestris L."	"N"	"2cd4p9h.8rp"	"2cd4p9h.8rp"	"Lathyrus sylvestris L."	"Lathyrus sylvestris"	
"Ligusticum scoticum L."	"N"	"2cd4p9h.8s3"	"2cd4p9h.8s3"	"Ligusticum scoticum L."	"Ligusticum scoticum"	
"Lilium martagon L."	"AN"	"2cd4p9h.8s9"	"2cd4p9h.8s9"	"Lilium martagon L."	"Lilium martagon"	
"Limonium humile Mill."	"N"	"2cd4p9h.8sc"	"2cd4p9h.8sc"	"Limonium humile Mill."	"Limonium humile"	
"Limosella australis R.Br."	"N"	"2cd4p9h.8sv"	"2cd4p9h.8sv"	"Limosella australis R.Br."	"Limosella australis"	
"Linum usitatissimum L."	"AN"	"2cd4p9h.8sy"	"2cd4p9h.8sy"	"Linum usitatissimum L."	"Linum usitatissimum"	
"Littorella uniflora (L.) Asch."	"N"	"2cd4p9h.8t8"	"2cd4p9h.8t8"	"Littorella uniflora (L.) Asch."	"Littorella uniflora"	
"Lobelia dortmanna L."	"N"	"2cd4p9h.8tb"	"2cd4p9h.8tb"	"Lobelia dortmanna L."	"Lobelia dortmanna"	
"Lobelia urens L."	"N"	"2cd4p9h.8te"	"2cd4p9h.8te"	"Lobelia urens L."	"Lobelia urens"	
"Lonicera xylosteum L."	"AN"	"2cd4p9h.8th"	"2cd4p9h.8th"	"Lonicera xylosteum L."	"Lonicera xylosteum"	
"Lotus angustissimus L."	"N"	"2cd4p9h.8tk"	"2cd4p9h.8tk"	"Lotus angustissimus L."	"Lotus angustissimus"	
"Lotus subbiflorus Lag."	"N"	"2cd4p9h.8tn"	"2cd4p9h.8tn"	"Lotus subbiflorus Lag."	"Lotus subbiflorus"	
"Lotus glaber Mill."	"N"	"2cd4p9h.8tq"	"2cd4p9h.7vavn0"	"Lotus tenuis Waldst. & Kit. ex Willd."	"Lotus glaber"	
"Luzula arcuata (Wahlenb.) Sw."	"N"	"2cd4p9h.8tt"	"2cd4p9h.8tt"	"Luzula arcuata (Wahlenb.) Sw."	"Luzula arcuata"	
"Tripleurospermum maritimum s.l."	"N"	"2cd4p9h.8zg"	"2cd4p9h.8zg"	"Tripleurospermum maritimum s.l."	"Tripleurospermum maritimum"	"s.l."
"Medicago arabica (L.) Huds."	"N"	"2cd4p9h.8zw"	"2cd4p9h.8zw"	"Medicago arabica (L.) Huds."	"Medicago arabica"	
"Melampyrum arvense L."	"AN"	"2cd4p9h.8zm"	"2cd4p9h.8zm"	"Melampyrum arvense L."	"Melampyrum arvense"	
"Melilotus officinalis (L.) Pall."	"AN"	"2cd4p9h.8zp"	"2cd4p9h.8zp"	"Melilotus officinalis (L.) Pall."	"Melilotus officinalis"	
"Mertensia maritima (L.) Gray"	"N"	"2cd4p9h.906"	"2cd4p9h.906"	"Mertensia maritima (L.) Gray"	"Mertensia maritima"	
"Muscari neglectum Guss. ex Ten."	"NA"	"2cd4p9h.90x"	"2cd4p9h.90x"	"Muscari neglectum Guss. ex Ten."	"Muscari neglectum"	
"Myosotis arvensis (L.) Hill"	"AR"	"2cd4p9h.90y"	"2cd4p9h.90y"	"Myosotis arvensis (L.) Hill"	"Myosotis arvensis"	
"Narthecium ossifragum (L.) Huds."	"N"	"2cd4p9h.90z"	"2cd4p9h.90z"	"Narthecium ossifragum (L.) Huds."	"Narthecium ossifragum"	
"Neottia nidus-avis (L.) Rich."	"N"	"2cd4p9h.91b"	"2cd4p9h.91b"	"Neottia nidus-avis (L.) Rich."	"Neottia nidus-avis"	
"Ophrys fuciflora (Crantz) Moench"	"N"	"2cd4p9h.91k"	"2cd4p9h.91k"	"Ophrys fuciflora (Crantz) Moench"	"Ophrys fuciflora"	
"Ornithopus perpusillus L."	"N"	"2cd4p9h.91t"	"2cd4p9h.91t"	"Ornithopus perpusillus L."	"Ornithopus perpusillus"	
"Orobanche alba Stephan ex Willd."	"N"	"2cd4p9h.921"	"2cd4p9h.921"	"Orobanche alba Stephan ex Willd."	"Orobanche alba"	
"Orobanche caryophyllacea Sm."	"N"	"2cd4p9h.924"	"2cd4p9h.924"	"Orobanche caryophyllacea Sm."	"Orobanche caryophyllacea"	
"Orobanche elatior Sutton"	"N"	"2cd4p9h.927"	"2cd4p9h.927"	"Orobanche elatior Sutton"	"Orobanche elatior"	
"Oxalis stricta L."	"AN"	"2cd4p9h.92d"	"2cd4p9h.92d"	"Oxalis stricta L."	"Oxalis stricta"	
"Parapholis incurva (L.) C.E.Hubb."	"N"	"2cd4p9h.92g"	"2cd4p9h.92g"	"Parapholis incurva (L.) C.E.Hubb."	"Parapholis incurva"	
"Petroselinum crispum (Mill.) Nyman ex A.W.Hill"	"AR"	"2cd4p9h.92s"	"2cd4p9h.92s"	"Petroselinum crispum (Mill.) Nyman ex A.W.Hill"	"Petroselinum crispum"	
"Phalaris canariensis L."	"AN"	"2cd4p9h.933"	"2cd4p9h.933"	"Phalaris canariensis L."	"Phalaris canariensis"	
"Phleum alpinum L."	"N"	"2cd4p9h.936"	"2cd4p9h.936"	"Phleum alpinum L."	"Phleum alpinum"	
"Platanthera bifolia (L.) Rich."	"N"	"2cd4p9h.93f"	"2cd4p9h.93f"	"Platanthera bifolia (L.) Rich."	"Platanthera bifolia"	
"Poa infirma Kunth"	"N"	"2cd4p9h.93v"	"2cd4p9h.93v"	"Poa infirma Kunth"	"Poa infirma"	
"Poa pratensis s.l."	"N"	"2cd4p9h.93x"	"2cd4p9h.93x"	"Poa pratensis s.l."	"Poa pratensis"	"s.l."
"Poa humilis Ehrh. ex Hoffm."	"N"	"2cd4p9h.93y"	"2cd4p9h.93y"	"Poa humilis Ehrh. ex Hoffm."	"Poa humilis"	
"Polygala vulgaris L."	"N"	"2cd4p9h.93r"	"2cd4p9h.93r"	"Polygala vulgaris L."	"Polygala vulgaris"	
"Polygonatum odoratum (Mill.) Druce"	"N"	"2cd4p9h.942"	"2cd4p9h.942"	"Polygonatum odoratum (Mill.) Druce"	"Polygonatum odoratum"	
"Populus alba L."	"AN"	"2cd4p9h.945"	"2cd4p9h.945"	"Populus alba L."	"Populus alba"	
"Potamogeton epihydrus Raf."	"N"	"2cd4p9h.94b"	"2cd4p9h.94b"	"Potamogeton epihydrus Raf."	"Potamogeton epihydrus"	
"Potentilla reptans L."	"N"	"2cd4p9h.94k"	"2cd4p9h.94k"	"Potentilla reptans L."	"Potentilla reptans"	
"Primula farinosa L."	"N"	"2cd4p9h.94n"	"2cd4p9h.94n"	"Primula farinosa L."	"Primula farinosa"	
"Primula scotica Hook."	"NE"	"2cd4p9h.94q"	"2cd4p9h.94q"	"Primula scotica Hook."	"Primula scotica"	
"Primula veris L."	"N"	"2cd4p9h.94t"	"2cd4p9h.94t"	"Primula veris L."	"Primula veris"	
"Pseudotsuga menziesii (Mirb.) Franco"	"AN"	"2cd4p9h.954"	"2cd4p9h.954"	"Pseudotsuga menziesii (Mirb.) Franco"	"Pseudotsuga menziesii"	
"Puccinellia rupestris (With.) Fernald & Weath."	"N"	"2cd4p9h.95d"	"2cd4p9h.95d"	"Puccinellia rupestris (With.) Fernald & Weath."	"Puccinellia rupestris"	
"Pyrola media Sw."	"N"	"2cd4p9h.95g"	"2cd4p9h.95g"	"Pyrola media Sw."	"Pyrola media"	
"Ranunculus fluitans Lam."	"N"	"2cd4p9h.960"	"2cd4p9h.960"	"Ranunculus fluitans Lam."	"Ranunculus fluitans"	
"Ranunculus sceleratus L."	"N"	"2cd4p9h.963"	"2cd4p9h.963"	"Ranunculus sceleratus L."	"Ranunculus sceleratus"	
"Rhinanthus minor L."	"N"	"2cd4p9h.966"	"2cd4p9h.966"	"Rhinanthus minor L."	"Rhinanthus minor"	
"Rosa arvensis Huds."	"N"	"2cd4p9h.96c"	"2cd4p9h.96c"	"Rosa arvensis Huds."	"Rosa arvensis"	
"Rosa rugosa Thunb."	"AN"	"2cd4p9h.96f"	"2cd4p9h.96f"	"Rosa rugosa Thunb."	"Rosa rugosa"	
"Rosa sherardii Davies"	"N"	"2cd4p9h.96v"	"2cd4p9h.96v"	"Rosa sherardii Davies"	"Rosa sherardii"	
"Rumex crispus L."	"N"	"2cd4p9h.96x"	"2cd4p9h.96x"	"Rumex crispus L."	"Rumex crispus"	
"Salix myrsinifolia Salisb."	"N"	"2cd4p9h.978"	"2cd4p9h.978"	"Salix myrsinifolia Salisb."	"Salix myrsinifolia"	
"Salix pentandra L."	"N"	"2cd4p9h.97b"	"2cd4p9h.97b"	"Salix pentandra L."	"Salix pentandra"	
"Salix reticulata L."	"N"	"2cd4p9h.97e"	"2cd4p9h.97e"	"Salix reticulata L."	"Salix reticulata"	
"Sambucus ebulus L."	"AR"	"2cd4p9h.97h"	"2cd4p9h.97h"	"Sambucus ebulus L."	"Sambucus ebulus"	
"Sanguisorba officinalis L."	"N"	"2cd4p9h.97n"	"2cd4p9h.97n"	"Sanguisorba officinalis L."	"Sanguisorba officinalis"	
"Sanicula europaea L."	"N"	"2cd4p9h.97t"	"2cd4p9h.97t"	"Sanicula europaea L."	"Sanicula europaea"	
"Saxifraga rivularis L."	"N"	"2cd4p9h.984"	"2cd4p9h.984"	"Saxifraga rivularis L."	"Saxifraga rivularis"	
"Selinum carvifolia (L.) L."	"N"	"2cd4p9h.98w"	"2cd4p9h.98w"	"Selinum carvifolia (L.) L."	"Selinum carvifolia"	
"Senecio sylvaticus L."	"N"	"2cd4p9h.98s"	"2cd4p9h.98s"	"Senecio sylvaticus L."	"Senecio sylvaticus"	
"Senecio viscosus L."	"AN"	"2cd4p9h.990"	"2cd4p9h.990"	"Senecio viscosus L."	"Senecio viscosus"	
"Silene otites (L.) Wibel"	"N"	"2cd4p9h.99c"	"2cd4p9h.99c"	"Silene otites (L.) Wibel"	"Silene otites"	
"Sinapis arvensis L."	"AR"	"2cd4p9h.99f"	"2cd4p9h.99f"	"Sinapis arvensis L."	"Sinapis arvensis"	
"Sisymbrium altissimum L."	"AN"	"2cd4p9h.99v"	"2cd4p9h.99v"	"Sisymbrium altissimum L."	"Sisymbrium altissimum"	
"Sisymbrium officinale (L.) Scop."	"AR"	"2cd4p9h.99x"	"2cd4p9h.99x"	"Sisymbrium officinale (L.) Scop."	"Sisymbrium officinale"	
"Sisymbrium orientale L."	"AN"	"2cd4p9h.99y"	"2cd4p9h.99y"	"Sisymbrium orientale L."	"Sisymbrium orientale"	
"Sium latifolium L."	"N"	"2cd4p9h.99z"	"2cd4p9h.99z"	"Sium latifolium L."	"Sium latifolium"	
"Sorbus devoniensis E.F.Warb."	"NE"	"2cd4p9h.9a5"	"2cd4p9h.9a5"	"Sorbus devoniensis E.F.Warb."	"Sorbus devoniensis"	
"Sorbus porrigentiformis E.F.Warb."	"NE"	"2cd4p9h.9ab"	"2cd4p9h.9ab"	"Sorbus porrigentiformis E.F.Warb."	"Sorbus porrigentiformis"	
"Spartina maritima (Curtis) Fernald"	"N"	"2cd4p9h.9ak"	"2cd4p9h.9ak"	"Spartina maritima (Curtis) Fernald"	"Spartina maritima"	
"Spergularia marina (L.) Griseb."	"N"	"2cd4p9h.9aq"	"2cd4p9h.9aq"	"Spergularia marina (L.) Griseb."	"Spergularia marina"	
"Symphytum tuberosum L."	"N"	"2cd4p9h.9at"	"2cd4p9h.9at"	"Symphytum tuberosum L."	"Symphytum tuberosum"	
"Tanacetum vulgare L."	"N"	"2cd4p9h.9b1"	"2cd4p9h.9b1"	"Tanacetum vulgare L."	"Tanacetum vulgare"	
"Taxus baccata L."	"N"	"2cd4p9h.9b7"	"2cd4p9h.9b7"	"Taxus baccata L."	"Taxus baccata"	
"Thalictrum alpinum L."	"N"	"2cd4p9h.9bg"	"2cd4p9h.9bg"	"Thalictrum alpinum L."	"Thalictrum alpinum"	
"Trifolium incarnatum L. subsp. incarnatum"	"AN"	"2cd4p9h.9bw"	"2cd4p9h.9bw"	"Trifolium incarnatum L. subsp. incarnatum"	"Trifolium incarnatum subsp. incarnatum"	
"Typha latifolia L."	"N"	"2cd4p9h.9bp"	"2cd4p9h.9bp"	"Typha latifolia L."	"Typha latifolia"	
"Urtica dioica L."	"N"	"2cd4p9h.9c0"	"2cd4p9h.9c0"	"Urtica dioica L."	"Urtica dioica"	
"Verbascum pulverulentum Vill."	"NA"	"2cd4p9h.9c6"	"2cd4p9h.9c6"	"Verbascum pulverulentum Vill."	"Verbascum pulverulentum"	
"Veronica anagallis-aquatica L."	"N"	"2cd4p9h.9c9"	"2cd4p9h.9c9"	"Veronica anagallis-aquatica L."	"Veronica anagallis-aquatica"	
"Veronica scutellata L."	"N"	"2cd4p9h.9cc"	"2cd4p9h.9cc"	"Veronica scutellata L."	"Veronica scutellata"	
"Vicia bithynica (L.) L."	"N"	"2cd4p9h.9cx"	"2cd4p9h.9cx"	"Vicia bithynica (L.) L."	"Vicia bithynica"	
"Viola arvensis Murray"	"AR"	"2cd4p9h.9cr"	"2cd4p9h.9cr"	"Viola arvensis Murray"	"Viola arvensis"	
"Viola canina L."	"N"	"2cd4p9h.9cz"	"2cd4p9h.9cz"	"Viola canina L."	"Viola canina"	
"Viola hirta L."	"N"	"2cd4p9h.9d2"	"2cd4p9h.9d2"	"Viola hirta L."	"Viola hirta"	
"Vulpia fasciculata (Forssk.) Fritsch"	"N"	"2cd4p9h.9d5"	"2cd4p9h.9d5"	"Vulpia fasciculata (Forssk.) Fritsch"	"Vulpia fasciculata"	
"Alchemilla mollis (Buser) Rothm."	"AN"	"2cd4p9h.9db"	"2cd4p9h.9db"	"Alchemilla mollis (Buser) Rothm."	"Alchemilla mollis"	
"Hypericum canadense L."	"AN"	"2cd4p9h.9de"	"2cd4p9h.9de"	"Hypericum canadense L."	"Hypericum canadense"	
"Eleocharis austriaca Hayek"	"N"	"2cd4p9h.9dh"	"2cd4p9h.7mm1kv"	"Eleocharis mamillata subsp. austriaca (Hayek) Strandh."	"Eleocharis austriaca"	
"Spartina anglica C.E.Hubb."	"NE"	"2cd4p9h.9dk"	"2cd4p9h.9dk"	"Spartina anglica C.E.Hubb."	"Spartina anglica"	
"Larix decidua x kaempferi = L. x marschlinsii Coaz"	"AN"	"2cd4p9h.9dn"	"2cd4p9h.9dn"	"Larix decidua x kaempferi = L. x marschlinsii Coaz"	"Larix decidua x kaempferi = L. x marschlinsii"	
"Disphyma crassifolium (L.) L.Bolus"	"AN"	"2cd4p9h.9f3"	"2cd4p9h.9f3"	"Disphyma crassifolium (L.) L.Bolus"	"Disphyma crassifolium"	
"Laurus nobilis L."	"AN"	"2cd4p9h.9ff"	"2cd4p9h.9ff"	"Laurus nobilis L."	"Laurus nobilis"	
"Tellima grandiflora (Pursh) Douglas ex Lindl."	"AN"	"2cd4p9h.9fx"	"2cd4p9h.9fx"	"Tellima grandiflora (Pursh) Douglas ex Lindl."	"Tellima grandiflora"	
"Vicia sativa L."	"N"	"2cd4p9h.9gb"	"2cd4p9h.9gb"	"Vicia sativa L."	"Vicia sativa"	
"Limonium britannicum Ingr."	"NE"	"2cd4p9h.9ge"	"2cd4p9h.9ge"	"Limonium britannicum Ingr."	"Limonium britannicum"	
"Cotoneaster bullatus Bois"	"AN"	"2cd4p9h.9xy"	"2cd4p9h.9xy"	"Cotoneaster bullatus Bois"	"Cotoneaster bullatus"	
"Euphorbia esula x waldsteinii = E. x pseudovirgata (Schur) Soó"	"AN"	"2cd4p9h.9mh"	"2cd4p9h.9mh"	"Euphorbia esula x waldsteinii = E. x pseudovirgata (Schur) Soó"	"Euphorbia esula x waldsteinii = E. x pseudovirgata"	
"Pilosella flagellaris (Willd.) P.D.Sell & C.West"	"N"	"2cd4p9h.9n1"	"2cd4p9h.9n1"	"Pilosella flagellaris (Willd.) P.D.Sell & C.West"	"Pilosella flagellaris"	
"Cotoneaster microphyllus agg."	"AN"	"2cd4p9h.9q4"	"2cd4p9h.9q4"	"Cotoneaster microphyllus agg."	"Cotoneaster microphyllus"	"agg."
"Erophila glabrescens Jord."	"N"	"2cd4p9h.a6k"	"2cd4p9h.a6k"	"Erophila glabrescens Jord."	"Erophila glabrescens"	
"Camelina sativa (L.) Crantz"	"AR"	"2cd4p9h.a6t"	"2cd4p9h.a6t"	"Camelina sativa (L.) Crantz"	"Camelina sativa"	
"Solanum tuberosum L."	"AN"	"2cd4p9h.a71"	"2cd4p9h.a71"	"Solanum tuberosum L."	"Solanum tuberosum"	
"Triticum aestivum L."	"AC"	"2cd4p9h.a77"	"2cd4p9h.a77"	"Triticum aestivum L."	"Triticum aestivum"	
"Panicum miliaceum L."	"AC"	"2cd4p9h.a8c"	"2cd4p9h.a8c"	"Panicum miliaceum L."	"Panicum miliaceum"	
"Medicago sativa L."	"N"	"2cd4p9h.awd"	"2cd4p9h.awd"	"Medicago sativa L."	"Medicago sativa"	
"Hordeum vulgare L."	"AC"	"2cd4p9h.az8"	"2cd4p9h.az8"	"Hordeum vulgare L."	"Hordeum vulgare"	
"Maianthemum bifolium (L.) F.W.Schmidt"	"NA"	"2cd4p9h.b5k"	"2cd4p9h.b5k"	"Maianthemum bifolium (L.) F.W.Schmidt"	"Maianthemum bifolium"	
"Koeleria vallesiana (Honck.) Gaudin"	"N"	"2cd4p9h.b5n"	"2cd4p9h.b5n"	"Koeleria vallesiana (Honck.) Gaudin"	"Koeleria vallesiana"	
"Pyrola rotundifolia L."	"N"	"2cd4p9h.b5q"	"2cd4p9h.b5q"	"Pyrola rotundifolia L."	"Pyrola rotundifolia"	
"Alchemilla micans Buser"	"N"	"2cd4p9h.b76"	"2cd4p9h.b76"	"Alchemilla micans Buser"	"Alchemilla micans"	
"Veronica praecox All."	"AN"	"2cd4p9h.bcg"	"2cd4p9h.bcg"	"Veronica praecox All."	"Veronica praecox"	
"Sorbus arranensis Hedl."	"NE"	"2cd4p9h.bcw"	"2cd4p9h.bcw"	"Sorbus arranensis Hedl."	"Sorbus arranensis"	
"Exaculum pusillum (Lam.) Caruel"	"N"	"2cd4p9h.bgx"	"2cd4p9h.bgx"	"Exaculum pusillum (Lam.) Caruel"	"Exaculum pusillum"	
"Cystopteris dickieana R.Sim"	"N"	"2cd4p9h.bh5"	"2cd4p9h.bh5"	"Cystopteris dickieana R.Sim"	"Cystopteris dickieana"	
"Asplenium obovatum Viv."	"N"	"2cd4p9h.bhe"	"2cd4p9h.bhe"	"Asplenium obovatum Viv."	"Asplenium obovatum"	
"Asplenium septentrionale (L.) Hoffm."	"N"	"2cd4p9h.bhh"	"2cd4p9h.bhh"	"Asplenium septentrionale (L.) Hoffm."	"Asplenium septentrionale"	
"Athyrium distentifolium Tausch ex Opiz"	"N"	"2cd4p9h.bhk"	"2cd4p9h.bhk"	"Athyrium distentifolium Tausch ex Opiz"	"Athyrium distentifolium"	
"Dryopteris dilatata (Hoffm.) A.Gray"	"N"	"2cd4p9h.bhn"	"2cd4p9h.bhn"	"Dryopteris dilatata (Hoffm.) A.Gray"	"Dryopteris dilatata"	
"Dryopteris affinis (Lowe) Fraser-Jenk. s.s."	"N"	"2cd4p9h.bhq"	"2cd4p9h.bhq"	"Dryopteris affinis (Lowe) Fraser-Jenk. s.s."	"Dryopteris affinis"	"s.s."
"Dryopteris cristata (L.) A.Gray"	"N"	"2cd4p9h.bht"	"2cd4p9h.bht"	"Dryopteris cristata (L.) A.Gray"	"Dryopteris cristata"	
"Dryopteris filix-mas (L.) Schott"	"N"	"2cd4p9h.bv1"	"2cd4p9h.bv1"	"Dryopteris filix-mas (L.) Schott"	"Dryopteris filix-mas"	
"Lycopodium annotinum L."	"N"	"2cd4p9h.bv7"	"2cd4p9h.bv7"	"Lycopodium annotinum L."	"Lycopodium annotinum"	
"Lycopodium clavatum L."	"N"	"2cd4p9h.bva"	"2cd4p9h.bva"	"Lycopodium clavatum L."	"Lycopodium clavatum"	
"Polypodium vulgare L. s.s."	"N"	"2cd4p9h.bvd"	"2cd4p9h.bvd"	"Polypodium vulgare L. s.s."	"Polypodium vulgare"	"s.s."
"Dryopteris remota (A.Braun ex Döll) Druce"	"N"	"2cd4p9h.bvm"	"2cd4p9h.bvm"	"Dryopteris remota (A.Braun ex Döll) Druce"	"Dryopteris remota"	
"Matteuccia struthiopteris (L.) Tod."	"AN"	"2cd4p9h.bw3"	"2cd4p9h.bw3"	"Matteuccia struthiopteris (L.) Tod."	"Matteuccia struthiopteris"	
"Acer platanoides L."	"AN"	"2cd4p9h.bwv"	"2cd4p9h.bwv"	"Acer platanoides L."	"Acer platanoides"	
"Clinopodium acinos (L.) Kuntze"	"N"	"2cd4p9h.bwx"	"2cd4p9h.bwx"	"Clinopodium acinos (L.) Kuntze"	"Clinopodium acinos"	
"Agrimonia eupatoria L."	"N"	"2cd4p9h.bwy"	"2cd4p9h.bwy"	"Agrimonia eupatoria L."	"Agrimonia eupatoria"	
"Agrostis canina s.l."	"N"	"2cd4p9h.bwr"	"2cd4p9h.bwr"	"Agrostis canina s.l."	"Agrostis canina"	"s.l."
"Agrostis stolonifera L."	"N"	"2cd4p9h.bwz"	"2cd4p9h.bwz"	"Agrostis stolonifera L."	"Agrostis stolonifera"	
